tag with attr="type"	frequency
<subSubSection type="keys to species of genus varma, 1906 in china">	1
<subSubSection type="keys to species of oropodes">	1
<subSubSection type="keys to the chinese species of the genus cleptes latreille">	1
<subSubSection type="keys to the species of philonome based on external appearance">	1
<subSubSection type="known distribution">	3
<subSubSection type="known geographic distribution">	19
<subSubSection type="known geographic range">	3
<subSubSection type="known geographical distribution of calhypnorna">	1
<subSubSection type="known geographical distribution">	4
<subSubSection type="known host and adult behavior">	9
<subSubSection type="known host">	5
<subSubSection type="known hosts">	3
<subSubSection type="known insect vector">	1
<subSubSection type="known insect vectors">	6
<subSubSection type="known nearctic records">	41
<subSubSection type="known stages">	22
<subSubSection type="known substrate and host">	1
<subSubSection type="known substrate and hosts">	5
<subSubSection type="known substrates and hosts">	1
<subSubSection type="korean name">	1
<subSubSection type="label">	823
<subSubSection type="labium">	1
<subSubSection type="lacrimal and jugal">	1
<subSubSection type="larva (f)">	1
<subSubSection type="larva (m)">	1
<subSubSection type="larva and habits">	3
<subSubSection type="larva and pupa">	1
<subSubSection type="larva">	36
<subSubSection type="larvae and biology">	3
<subSubSection type="larvae and pupae">	1
<subSubSection type="larvae">	6
<subSubSection type="larvae, biology">	1
<subSubSection type="larval case">	1
<subSubSection type="larval description (based on 6th instar)">	3
<subSubSection type="larval diagnosis (based on 6th instar)">	4
<subSubSection type="larval diagnosis">	11
<subSubSection type="larval differential diagnosis">	9
<subSubSection type="larval hostplants and habits">	2
<subSubSection type="larval hosts">	2
<subSubSection type="larval morphology and biology">	1
<subSubSection type="larval morphology">	1
<subSubSection type="larval references">	1
<subSubSection type="larval specimens examined">	5
<subSubSection type="latin">	117
<subSubSection type="leaf anatomy">	9
<subSubSection type="leaf micromorphology">	1
<subSubSection type="leafmines">	6
<subSubSection type="leaves">	1
<subSubSection type="lectotype (designated here)">	6
<subSubSection type="lectotype (here designated)">	1
<subSubSection type="lectotype (male)">	1
<subSubSection type="lectotype and paralectotypes">	1
<subSubSection type="lectotype designation and rationale">	1
<subSubSection type="lectotype designation">	46
<subSubSection type="lectotype justification">	1
<subSubSection type="lectotype labels">	4
<subSubSection type="lectotype of a. nichollsii">	1
<subSubSection type="lectotype of brochopeltis mjoebergi queenslandica">	1
<subSubSection type="lectotype of mystrium camillae">	1
<subSubSection type="lectotype of mystrium fallax">	1
<subSubSection type="lectotype of mystrium stadelmanni">	1
<subSubSection type="lectotype of mystrium voeltzkowi">	1
<subSubSection type="lectotype species">	2
<subSubSection type="lectotype ♀">	2
<subSubSection type="lectotype ♂">	2
<subSubSection type="lectotype">	177
<subSubSection type="lectotypes">	4
<subSubSection type="lectotypus">	1
<subSubSection type="legs">	19
<subSubSection type="length measurements">	4
<subSubSection type="length">	23
<subSubSection type="leucomorph (juvenile and sexually dimorphic characters)">	3
<subSubSection type="lianas">	1
<subSubSection type="life history notes">	1
<subSubSection type="life history of dicoelothorax platycerus">	1
<subSubSection type="life history">	21
<subSubSection type="life-history">	6
<subSubSection type="link to distribution map">	378
<subSubSection type="liogenys and related genera">	1
<subSubSection type="list of euxaldar species">	1
<subSubSection type="list of references">	2
<subSubSection type="list of species with their proposed common names">	1
<subSubSection type="list of species">	1
<subSubSection type="list of specimens examined">	1
<subSubSection type="list of synonyms">	12
<subSubSection type="literature record">	14
<subSubSection type="literature records">	256
<subSubSection type="literature">	4
<subSubSection type="live color">	1
<subSubSection type="live coloration">	1
<subSubSection type="live colouration">	6
<subSubSection type="living features">	1
<subSubSection type="local name">	15
<subSubSection type="local names">	31
<subSubSection type="localities and nesting sites">	2
<subSubSection type="localities and specimen numbers">	15
<subSubSection type="localities">	59
<subSubSection type="locality and age">	4
<subSubSection type="locality and horizon">	15
<subSubSection type="locality and host">	4
<subSubSection type="locality and nesting site">	3
<subSubSection type="locality and plant associations">	1
<subSubSection type="locality and stratigraphic horizon">	1
<subSubSection type="locality data">	14
<subSubSection type="locality locality">	1
<subSubSection type="locality of the lectotype">	5
<subSubSection type="locality of the other syntype">	1
<subSubSection type="locality of the syntype">	1
<subSubSection type="locality of the syntypes">	1
<subSubSection type="locality">	800
<subSubSection type="locality/prevalence, abundance and intensity of infection">	1
<subSubSection type="locality/prevalence, mean abundance and intensity range on b. marinus">	1
<subSubSection type="locality/prevalence, mean abundance and intensity range on l. synagris">	3
<subSubSection type="locality/prevalence, mean abundance and intensity range">	12
<subSubSection type="location">	1
<subSubSection type="loci typici">	4
<subSubSection type="locus typicu">	1
<subSubSection type="locus typicus">	28
<subSubSection type="lower jaw">	5
<subSubSection type="macn">	20
<subSubSection type="macrochemical tests on fresh basidiomata">	2
<subSubSection type="macromorphology">	3
<subSubSection type="macropterous male and female">	1
<subSubSection type="madagascarchaea gen. n.: to supplement “gracilicollis group” key">	1
<subSubSection type="main characters">	1
<subSubSection type="main differences of paratype">	1
<subSubSection type="major soldier">	4
<subSubSection type="major worker">	2
<subSubSection type="male (n=7)">	1
<subSubSection type="male (sexually dimorphic characters)">	1
<subSubSection type="male a8">	1
<subSubSection type="male and female adults">	1
<subSubSection type="male and female variability">	2
<subSubSection type="male and host">	6
<subSubSection type="male and immature stages">	1
<subSubSection type="male and immatures">	3
<subSubSection type="male and intermediate">	1
<subSubSection type="male behavior">	2
<subSubSection type="male body measurements">	1
<subSubSection type="male description">	29
<subSubSection type="male diagnosis">	6
<subSubSection type="male dimensions">	1
<subSubSection type="male genitalia structure">	2
<subSubSection type="male genitalia">	116
<subSubSection type="male holotype">	2
<subSubSection type="male imago">	2
<subSubSection type="male macroptera">	2
<subSubSection type="male measurements">	3
<subSubSection type="male palp">	1
<subSubSection type="male paratype">	1
<subSubSection type="male redescription">	1
<subSubSection type="male terminalia and genitalia">	1
<subSubSection type="male terminalia">	20
<subSubSection type="male variation based on paratypes">	1
<subSubSection type="male variation">	11
<subSubSection type="male">	411
<subSubSection type="male, holotype">	1
<subSubSection type="males & immature">	1
<subSubSection type="males">	26
<subSubSection type="mantle cavity">	4
<subSubSection type="mantle edge and apertures">	4
<subSubSection type="margin">	2
<subSubSection type="marginal tentacles">	1
<subSubSection type="maritime alps barcode clade">	1
<subSubSection type="mateirals_examined">	1
<subSubSection type="materail">	5
<subSubSection type="materal examined">	1
<subSubSection type="material deposited">	2
<subSubSection type="material examination">	2
<subSubSection type="material examined and depository">	4
<subSubSection type="material examined for description">	5
<subSubSection type="material examined for morphometry">	1
<subSubSection type="material examined for redescription">	2
<subSubSection type="material examined">	4279
